scenario_id,scenario_description,recommended_care_option,explanation,urgency_level
6503ba22-0d1a-4ab1-8a4f-cdfad8bfd8bd,A 50-year-old visitor from the UK on a cruise stopover. Visitor is experiencing severe chest pain radiating to the left arm with shortness of breath.,Emergency Room (ER),Chest pain with radiation to the arm may indicate a cardiac emergency. Call 911 or go to the ER immediately. This is a life-threatening situation requiring immediate evaluation.,Critical
5fdfab23-7d93-46fd-8c94-8df4299be96a,A 35-year-old business traveler from France after a long-haul flight. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
375f816d-02bd-4be9-acc4-3b2f2e783521,A 47-year-old traveler from Portugal on a 2-week vacation. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
3821e9d7-f03e-4d3a-b860-70e680bdb516,A 72-year-old retiree from Canada during a road trip. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
1516869c-72b2-44e3-9845-e8cd03108ba5,A 30-year-old tourist from Australia sightseeing in the city. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
12f4e1e4-fb6c-4650-9306-4130ecc1a30b,A 25-year-old traveler from India attending a business conference. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
0445ffdd-64aa-4e97-bed8-406897f0ffda,A 68-year-old visitor from Italy during a road trip. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
8d372b2d-f531-4a12-8ca1-8da86208518c,"A 25-year-old traveler from India sightseeing in the city. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
80a6f351-cf38-4fda-865b-75c0b4ce1b1d,A 30-year-old tourist from Australia during a road trip. Traveler feels anxious and stressed during their trip and wants to speak with a mental health professional.,Telehealth Service,Telehealth platforms offer same-day or next-day mental health counseling via video call. No physical visit required.,Low-Moderate
019aec03-0999-400c-88dc-1470beb52614,A 22-year-old student from South Korea on a cruise stopover. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
1f94624e-16a6-491a-88ec-21bcd23830fe,"A 55-year-old visitor from China at a beach resort. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
60e79e51-5424-4a4c-9f2e-98fe62e6d5e6,A 28-year-old traveler from Brazil at an Airbnb rental. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
c2d13746-f1dd-4f86-948d-25cbb4ab2d0d,A 62-year-old tourist from Germany visiting family. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
5afba7c3-c87c-461e-ace5-d35ca301ad77,A 62-year-old tourist from Germany on a 2-week vacation. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
48efe296-1288-4e23-8282-2a8aa68f4dcd,"A 68-year-old visitor from Italy at an Airbnb rental. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
b8bd80bf-3b37-44d1-a483-391334c78ab2,A 68-year-old visitor from Italy at a hotel. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
3e19a665-534c-45a2-a9e6-6a3ed5f9a43e,A 28-year-old traveler from Brazil attending a business conference. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
254a46c9-2414-45a8-9d6c-c5b83ad9bb0f,A 55-year-old visitor from China visiting family. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
3064d999-fb38-4396-aebf-5dfca16bc3bb,"A 62-year-old tourist from Germany on a student exchange program. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
2e7de791-b100-4a43-b632-88af42f7e98b,"A 68-year-old visitor from Italy at an amusement park. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
e3066dc5-e41b-489e-8dd1-8ae523cf767f,A 68-year-old visitor from Italy on a cruise stopover. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
2d943144-3e90-4644-b079-d0e16d4f062e,"A 50-year-old visitor from the UK at a beach resort. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
3172e893-8150-4e8d-b256-44174b92b3e2,A 35-year-old business traveler from France after a long-haul flight. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
944ba789-00b7-4a97-ac9b-2798e74a2e8f,A 30-year-old tourist from Australia at an amusement park. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
8da41fb1-82ec-468b-85e2-4a42dab62aae,A 33-year-old tourist from Spain at an amusement park. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
bc9c3c27-f0c5-411e-a86c-1cfdc935cc24,A 19-year-old student from Mexico sightseeing in the city. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
b9e5b27a-9a97-4409-897e-1456b46330fc,A 19-year-old student from Mexico on a 2-week vacation. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
4a5f920c-c77c-4172-aa4b-c58eaeff5bfc,A 45-year-old visitor from Japan at a shopping mall. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
d334b23d-9b6d-4028-a30b-6ab759825f50,A 35-year-old business traveler from France at a hotel. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
5f979336-67f4-418b-8830-aa1a7dcdf379,A 28-year-old traveler from Brazil at an amusement park. Traveler needs a prescription renewal for a chronic condition medication they take regularly.,Telehealth Service,Telehealth providers can evaluate ongoing chronic conditions and issue prescription renewals in most states. This is the most convenient option for travelers.,Low-Moderate
2c1e5e9d-6b7e-431e-ada2-dec4242061fe,A 19-year-old student from Mexico at a shopping mall. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
c15f0bec-7632-4c74-92e5-177458c7e36e,A 45-year-old visitor from Japan at a national park. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
befd4f6a-7f05-43c0-b138-790a9de442ec,A 25-year-old traveler from India on a 2-week vacation. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
27166d4f-dfb4-4f37-8d40-ab4c6589185d,A 19-year-old student from Mexico at a beach resort. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
0da4914e-50c3-48e2-ac22-5d1c07372020,A 45-year-old visitor from Japan on a student exchange program. Visitor has a deep laceration that is bleeding heavily and not stopping with direct pressure.,Emergency Room (ER),Uncontrolled bleeding from a deep wound is a medical emergency. Go to the ER or call 911 for immediate wound care and possible surgery.,Critical
321d7781-4340-4165-9b1c-ba54d8e6a24b,A 19-year-old student from Mexico at a beach resort. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
3d749864-e0eb-4515-8ea7-a244d3a4d8fc,A 33-year-old tourist from Spain on a 2-week vacation. Visitor wants motion sickness medication before a cruise or long road trip.,Pharmacy,OTC options like dimenhydrinate (Dramamine) or meclizine are available at pharmacies for motion sickness prevention.,Low
130e83a1-72f9-405c-8210-8427428f0c89,A 33-year-old tourist from Spain at an Airbnb rental. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
737caf82-5e63-4dd8-b070-522eec79273d,A 33-year-old tourist from Spain after a long-haul flight. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
ffcf377a-ab5f-4a88-93f8-2739378c1692,A 50-year-old visitor from the UK at an Airbnb rental. Traveler has a sore throat and difficulty swallowing for two days with no breathing problems.,Urgent Care Center,"Urgent care can test for strep throat and prescribe antibiotics if needed, providing faster service than scheduling a primary care visit.",Low-Moderate
b3ca508d-4a62-4819-ab6d-e91576400440,"A 45-year-old visitor from Japan attending a business conference. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
7ac91881-a3bb-4397-8547-b43255243e87,"A 22-year-old student from South Korea at a national park. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
091a0987-11dd-4ab2-9ebe-76c622de7bd0,A 30-year-old tourist from Australia during a layover. Visitor needs a prescription transferred from their home country and filled locally.,Pharmacy,Pharmacists can advise on whether foreign prescriptions can be accepted (policies vary by state). A telehealth or urgent care visit may be needed to get a US prescription.,Low-Moderate
e3b85728-fef6-441f-a812-9e37e651556a,A 50-year-old visitor from the UK visiting family. Visitor needs a prescription transferred from their home country and filled locally.,Pharmacy,Pharmacists can advise on whether foreign prescriptions can be accepted (policies vary by state). A telehealth or urgent care visit may be needed to get a US prescription.,Low-Moderate
b1776e08-49da-4554-8499-5f5a93ed78b2,"A 40-year-old visitor from Saudi Arabia during a layover. Traveler is experiencing signs of stroke: face drooping, arm weakness, slurred speech.",Emergency Room (ER),"FAST symptoms (Face drooping, Arm weakness, Speech difficulty, Time to call 911) indicate a stroke. Every minute counts — call 911 immediately.",Critical
0e140d51-0ab4-4e48-9d5e-e61028cd84ff,A 55-year-old visitor from China sightseeing in the city. Traveler needs a prescription renewal for a chronic condition medication they take regularly.,Telehealth Service,Telehealth providers can evaluate ongoing chronic conditions and issue prescription renewals in most states. This is the most convenient option for travelers.,Low-Moderate
64afefa4-29dd-4d90-af38-d1ea8dfb8e11,"A 72-year-old retiree from Canada on a student exchange program. Visitor slipped on wet floor and has wrist pain with minor swelling, no open wound.",Urgent Care Center,Urgent care can X-ray the wrist to rule out fractures and provide splinting or referral if needed.,Moderate
0ff1ae4e-01cd-48b4-aab2-023c7a337efa,A 68-year-old visitor from Italy attending a business conference. Traveler has had a fever of 101°F for 24 hours with mild body aches and no rash.,Urgent Care Center,"Urgent care is appropriate for fevers that are persistent but not dangerously high, allowing evaluation and treatment without ER-level expense.",Moderate
dcacba24-ecd3-4c1d-a589-cdd39c49a682,A 22-year-old student from South Korea attending a business conference. Visitor wants motion sickness medication before a cruise or long road trip.,Pharmacy,OTC options like dimenhydrinate (Dramamine) or meclizine are available at pharmacies for motion sickness prevention.,Low
8386fedc-2ee3-49ca-a57d-0885f61030d4,A 28-year-old traveler from Brazil on a student exchange program. Visitor wants guidance on whether their symptoms warrant an ER visit or can be managed at home.,Telehealth Service,"Telehealth triage services help visitors determine the appropriate level of care needed, potentially saving an unnecessary ER visit.",Low-Moderate
b99f0d3b-d1fe-4fd8-becb-a060a5160712,A 68-year-old visitor from Italy at a national park. Visitor developed a mild rash after eating at a restaurant and is unsure of the cause.,Urgent Care Center,"Urgent care can evaluate mild allergic reactions and skin rashes, prescribe antihistamines, and rule out more serious conditions.",Moderate
1f2e1dba-e385-45ef-ac28-674705630ea2,A 40-year-old visitor from Saudi Arabia at an Airbnb rental. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
6c8b559e-061e-418b-9290-8606d29714d9,A 62-year-old tourist from Germany at a hotel. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
61b616a4-1772-447f-baca-d90a8899e757,A 50-year-old visitor from the UK at a beach resort. Traveler is having a severe allergic reaction with throat swelling and difficulty breathing after eating.,Emergency Room (ER),"Anaphylaxis is life-threatening. Call 911 immediately. If an EpiPen is available, use it. Do not wait — go to the ER right away.",Critical
73f0f3dc-1b8e-44e5-8856-8503122b9314,A 28-year-old traveler from Brazil at a shopping mall. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
82b86213-3214-45dc-9e77-52b980f82abc,A 35-year-old business traveler from France after a long-haul flight. Visitor needs antidiarrheal medication after stomach upset from travel.,Pharmacy,OTC medications like loperamide (Imodium) for diarrhea are available at any pharmacy without a prescription.,Low
c7f037d5-0f1b-4564-8ae8-e68468cdc0b1,A 55-year-old visitor from China during a road trip. Traveler needs medical documentation or a sick note for travel insurance purposes.,Telehealth Service,"Telehealth physicians can provide medical documentation, letters, and notes during a virtual consultation.",Low
584f4b56-84bf-48c4-abf1-f7d906302a83,A 55-year-old visitor from China during a layover. Visitor has a suspected urinary tract infection with burning sensation and frequent urination.,Urgent Care Center,Urgent care centers can diagnose UTIs with a urine test and prescribe appropriate antibiotics quickly.,Moderate
db7b18ca-5c26-4949-bd3e-fdac9c1cc387,"A 25-year-old traveler from India sightseeing in the city. Traveler needs to purchase bandages, antiseptic cream, and wound dressing supplies.",Pharmacy,Pharmacies carry complete first-aid supplies. A pharmacist can also advise on proper wound care for minor injuries.,Low
2b4cfcbe-59ac-4f40-96ec-e3efbec8c9d5,A 47-year-old traveler from Portugal visiting family. Visitor has a deep laceration that is bleeding heavily and not stopping with direct pressure.,Emergency Room (ER),Uncontrolled bleeding from a deep wound is a medical emergency. Go to the ER or call 911 for immediate wound care and possible surgery.,Critical
a647ffa1-aae7-4a5b-a10d-fd9a77ad5cd7,A 25-year-old traveler from India during a layover. Traveler has had a sudden onset of severe headache described as 'the worst headache of their life.',Emergency Room (ER),A sudden severe headache can indicate a subarachnoid hemorrhage or other serious neurological event. Go to the ER immediately.,Critical
40b1bbdc-6f48-4143-8ae9-b798e462ede4,A 33-year-old tourist from Spain after a long-haul flight. Visitor has a suspected urinary tract infection with burning sensation and frequent urination.,Urgent Care Center,Urgent care centers can diagnose UTIs with a urine test and prescribe appropriate antibiotics quickly.,Moderate
311faec5-bf05-4317-b515-610730aacaca,A 47-year-old traveler from Portugal attending a business conference. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
dcd8a56e-c122-42ed-94e7-ced525de459a,A 40-year-old visitor from Saudi Arabia at a beach resort. Visitor is experiencing severe chest pain radiating to the left arm with shortness of breath.,Emergency Room (ER),Chest pain with radiation to the arm may indicate a cardiac emergency. Call 911 or go to the ER immediately. This is a life-threatening situation requiring immediate evaluation.,Critical
efcf7362-c0b8-4a58-9a6c-ead4bd756f09,A 25-year-old traveler from India attending a business conference. Visitor has a minor ankle sprain after sightseeing and is experiencing mild swelling and pain.,Urgent Care Center,"An urgent care center can assess musculoskeletal injuries like sprains, provide X-rays if needed, and offer wrap/brace support without the long ER wait times or high costs.",Moderate
48e695d9-3cd2-493a-b58e-8337b0975c21,A 45-year-old visitor from Japan at an Airbnb rental. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
b221829e-b7b3-4c83-acbf-c951c5a4ee74,A 33-year-old tourist from Spain on a 2-week vacation. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
5ceab471-53fa-46db-98b2-6eb4db2ff073,A 25-year-old traveler from India during a layover. Traveler sustained a small cut on the hand while cooking that may need stitches.,Urgent Care Center,Urgent care can clean wounds and apply sutures or skin glue for lacerations that do not involve tendons or deep tissue.,Moderate
87c6fe0f-b69b-41b8-ba6a-8937c2c62d06,A 62-year-old tourist from Germany during a layover. Uninsured visitor needs a basic health check and blood pressure evaluation.,Community Health Clinic,Community clinics offer sliding-scale fee services for uninsured patients. They provide basic primary care regardless of insurance status.,Low
3da819fb-6c57-4f9a-b6b9-8b1cb28fdb8c,A 30-year-old tourist from Australia at a national park. Traveler needs medical documentation or a sick note for travel insurance purposes.,Telehealth Service,"Telehealth physicians can provide medical documentation, letters, and notes during a virtual consultation.",Low
a10b890b-b316-4bc1-9722-f669778193dc,A 30-year-old tourist from Australia at an amusement park. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
e0c62f40-8e05-4da6-9512-1889358e1244,A 72-year-old retiree from Canada at an Airbnb rental. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
260cabf1-441f-4d18-935f-b109b199356c,A 55-year-old visitor from China at a national park. Uninsured visitor needs a basic health check and blood pressure evaluation.,Community Health Clinic,Community clinics offer sliding-scale fee services for uninsured patients. They provide basic primary care regardless of insurance status.,Low
270291a4-78e1-495a-8eb6-bf20dedc39d1,A 30-year-old tourist from Australia during a layover. Visitor needs routine vaccinations or travel immunizations not received before departure.,Community Health Clinic,"Many community health clinics offer vaccination services, including travel vaccines, often at reduced cost compared to private clinics.",Low
162a6f4f-bc8a-4fda-8675-b3a63fe68b30,"A 72-year-old retiree from Canada attending a business conference. Traveler needs to purchase bandages, antiseptic cream, and wound dressing supplies.",Pharmacy,Pharmacies carry complete first-aid supplies. A pharmacist can also advise on proper wound care for minor injuries.,Low
3b3d1553-bb64-4816-8060-bfbfde7e3e1c,A 45-year-old visitor from Japan at a shopping mall. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
338a7c2d-1685-47cd-aa7f-b670df513cf7,A 30-year-old tourist from Australia at a shopping mall. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
d6487fe7-09d3-4690-be46-db62a36ad120,A 33-year-old tourist from Spain on a cruise stopover. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
216bf86f-1efb-4dcc-ac5a-ecd4f01d107c,A 45-year-old visitor from Japan during a road trip. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
daeff9d0-1c3f-4e9c-94a8-2de8f6dc1403,A 55-year-old visitor from China at an Airbnb rental. Visitor wants motion sickness medication before a cruise or long road trip.,Pharmacy,OTC options like dimenhydrinate (Dramamine) or meclizine are available at pharmacies for motion sickness prevention.,Low
812fca74-bc59-4a82-8e78-d6812696aa1c,A 19-year-old student from Mexico at a beach resort. Visitor has a high fever of 104°F with stiff neck and sensitivity to light.,Emergency Room (ER),"High fever with neck stiffness and photophobia are classic signs of meningitis, a life-threatening condition. Go to the ER immediately.",Critical
38e8a3f0-7b25-4821-81fa-ccd2766afd84,A 47-year-old traveler from Portugal at a beach resort. Visitor has mild COVID symptoms and wants a virtual consultation before seeking in-person care.,Telehealth Service,"Telehealth providers can assess COVID symptoms, recommend testing, and advise on next steps without requiring an in-person visit.",Moderate
3b001974-2ae8-4cb2-ad96-3145a7ca0b4a,A 22-year-old student from South Korea at an amusement park. Traveler ran out of daily allergy medication and needs a refill or OTC equivalent.,Pharmacy,Many allergy medications like cetirizine (Zyrtec) and loratadine (Claritin) are available OTC at pharmacies. Ask the pharmacist for guidance.,Low
5f62d639-a7da-457e-996a-4d28701e3c3f,A 62-year-old tourist from Germany on a cruise stopover. Uninsured visitor needs a basic health check and blood pressure evaluation.,Community Health Clinic,Community clinics offer sliding-scale fee services for uninsured patients. They provide basic primary care regardless of insurance status.,Low
f0436699-66e6-4000-9131-816e561b422e,A 45-year-old visitor from Japan on a student exchange program. Traveler without insurance needs to see a doctor for a non-emergency concern and cannot afford ER prices.,Community Health Clinic,"Federally Qualified Health Centers (FQHCs) provide care on a sliding fee scale based on income, making them accessible for uninsured visitors.",Low
10c4e6d6-abd3-4e7c-8654-56742a265430,A 47-year-old traveler from Portugal sightseeing in the city. Traveler has a persistent cough lasting 5 days with no shortness of breath or chest pain.,Urgent Care Center,"Urgent care can evaluate upper respiratory infections, prescribe cough suppressants, and rule out pneumonia with a chest X-ray.",Low-Moderate
486169fe-a7c9-4d41-976c-ba0761ebc09f,A 40-year-old visitor from Saudi Arabia on a 2-week vacation. Traveler has a mild ear infection with pain and muffled hearing but no high fever.,Urgent Care Center,Urgent care can diagnose ear infections and prescribe antibiotic drops or oral antibiotics.,Low-Moderate
c219cf2d-9a90-4bde-a273-af5104dd0dcb,A 62-year-old tourist from Germany at an amusement park. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
6f9e551f-7fe9-46b1-b0bf-0450d16a4190,"A 55-year-old visitor from China sightseeing in the city. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
7ca2f561-8402-4570-85d0-b2ef902ee836,A 50-year-old visitor from the UK on a cruise stopover. Traveler is experiencing a seizure for the first time with no prior history of epilepsy.,Emergency Room (ER),A first-time seizure requires immediate ER evaluation to identify the underlying cause.,Critical
6e0dad3f-219a-43cb-8768-5f87f860333a,A 30-year-old tourist from Australia at a beach resort. Visitor needs to purchase over-the-counter pain relief medication for a mild headache.,Pharmacy,Pharmacies carry a wide range of OTC medications including acetaminophen (Tylenol) and ibuprofen (Advil) for headache relief. No prescription needed.,Low
0eeed5e3-e2fd-447a-ae93-7cd26674f3d7,"A 55-year-old visitor from China visiting family. Visitor fell and hit their head, briefly losing consciousness and now feeling confused.",Emergency Room (ER),Loss of consciousness and confusion after a head injury indicates possible concussion or traumatic brain injury requiring immediate ER evaluation.,Critical
6eb379c9-c297-44bb-b5e6-79ec9e61af33,A 35-year-old business traveler from France on a 2-week vacation. Visitor wants motion sickness medication before a cruise or long road trip.,Pharmacy,OTC options like dimenhydrinate (Dramamine) or meclizine are available at pharmacies for motion sickness prevention.,Low
870c58ca-ef6e-4f2c-b8f4-262a9de11031,A 45-year-old visitor from Japan at a shopping mall. Visitor wants medical advice about a mild skin rash that appeared during travel.,Telehealth Service,Telehealth dermatology services allow photo-based consultations for skin conditions. A provider can assess and prescribe treatment if needed.,Low
5c83cb7d-c12a-4b1c-a223-d63507a4421d,A 22-year-old student from South Korea at a national park. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
b1ae5dae-7f21-4804-b82c-038b86d4cad9,A 45-year-old visitor from Japan on a student exchange program. Traveler needs blood work or basic lab tests but does not have health insurance.,Community Health Clinic,Community health centers can order and interpret basic lab tests on a sliding fee scale for uninsured patients.,Low
ab25a53f-643f-49b2-ac78-b140ea5c7d92,A 28-year-old traveler from Brazil on a cruise stopover. Visitor has been vomiting for several hours after eating street food and feels dehydrated.,Urgent Care Center,Food poisoning with mild-to-moderate dehydration can be treated at urgent care with IV fluids if needed. Go to the ER if symptoms worsen severely.,Moderate
95902631-0fc6-4357-8d37-5abe0c2ac66b,A 47-year-old traveler from Portugal at a shopping mall. Traveler needs a prescription renewal for a chronic condition medication they take regularly.,Telehealth Service,Telehealth providers can evaluate ongoing chronic conditions and issue prescription renewals in most states. This is the most convenient option for travelers.,Low-Moderate
cf3ee7c3-cb20-4a69-9bb6-b3d6b5885ce2,"A 62-year-old tourist from Germany at an Airbnb rental. Traveler needs cold and flu medicine, throat lozenges, and a thermometer.",Pharmacy,"Pharmacies stock a full range of OTC cold remedies, sore throat products, and medical devices like thermometers.",Low
f4a6aead-a3dd-4ec3-8ef0-07a83ab82bea,A 28-year-old traveler from Brazil at a shopping mall. Traveler ingested an unknown substance accidentally and is feeling dizzy and nauseous.,Emergency Room (ER),Suspected poisoning requires immediate ER evaluation. Also contact Poison Control at 1-800-222-1222.,Critical
474b429d-dfa2-4701-a6d5-f1c947a1bbaa,"A 55-year-old visitor from China at a hotel. Visitor has a broken bone with visible deformity after a fall, and extreme pain.",Emergency Room (ER),"Suspected fractures with deformity require ER evaluation for imaging, realignment, and possible casting or surgical intervention.",High
