term_id,term,simple_explanation,visitor_friendly_explanation
b5306847-76fb-4df6-8bb5-436d7956d189,In-Network Provider,A healthcare provider or facility that has a contract with your insurance company to provide services at negotiated rates.,"Your insurance has 'preferred' doctors and hospitals it has deals with, called in-network providers. Visiting these providers costs you much less than going to out-of-network providers who don't have a deal with your insurer."
b303cfad-dafa-4068-9da4-92b88bd3c5a4,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
4981ae10-2cec-4660-8343-eeab81b395cd,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
0ed1ba28-4bf1-4e8e-b914-0209433f325c,Urgent Care Center,A walk-in clinic for non-life-threatening illnesses and injuries that need same-day attention.,"Urgent care is the 'middle ground' between your doctor and the ER. Great for a sprained ankle, fever, ear infection, or minor cuts. No appointment needed, costs much less than the ER, and wait times are usually shorter."
15823fde-9c49-4a96-b645-9879f1e7d5d4,Specialist,"A physician with advanced training in a specific area of medicine, such as cardiology, dermatology, or orthopedics.","Specialists are expert doctors focused on one body system or condition. As a visitor, you would typically need a referral from an urgent care or primary care doctor to see a specialist, which may take days or weeks to schedule."
1932b85e-0a71-4c71-b7a4-d3729c29a577,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
a23ccd42-74d7-4784-b39d-35e935c7c577,Triage,The process of sorting patients based on the urgency of their medical needs to prioritize treatment.,"When you arrive at an ER or urgent care, a nurse will quickly assess how sick you are — this is called triage. The most critical patients are seen first, regardless of arrival order. This is why someone who arrives after you may be seen before you."
10ce7925-e9a8-4859-aaec-63d2bc9a67ad,Triage,The process of sorting patients based on the urgency of their medical needs to prioritize treatment.,"When you arrive at an ER or urgent care, a nurse will quickly assess how sick you are — this is called triage. The most critical patients are seen first, regardless of arrival order. This is why someone who arrives after you may be seen before you."
7868254a-23ef-4d15-8326-5b7ebd396014,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
94479471-6166-4a09-b591-50cfbfcc3c4e,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
010f3a32-9e39-4f0a-ad37-bfe1bee34e2d,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
ed899f9c-42ec-4124-ab14-8dd01b8c3412,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
cc4ee9f1-a031-4a7c-ab85-6366bca8d3b6,Over-the-Counter (OTC) Medication,Medication available for purchase without a doctor's prescription.,"OTC medications can be bought directly off the shelf at a pharmacy or grocery store. Common examples include acetaminophen (Tylenol) for pain, ibuprofen (Advil) for inflammation, or Benadryl for allergies. No doctor visit required."
cd7b44aa-c6b1-4af3-80c3-515d5e18df1b,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
7d48f6ac-1811-4d10-b5ef-4bd1b0e07012,Triage,The process of sorting patients based on the urgency of their medical needs to prioritize treatment.,"When you arrive at an ER or urgent care, a nurse will quickly assess how sick you are — this is called triage. The most critical patients are seen first, regardless of arrival order. This is why someone who arrives after you may be seen before you."
0655b45c-a696-4570-8629-faf50f9e1579,X-Ray,A medical imaging test using radiation to visualize bones and certain internal structures.,An X-ray is a quick imaging test used to check for broken bones or other internal issues. Most urgent care centers have X-ray equipment on-site. Results are usually available within minutes.
7feb8ed2-8e6d-45da-bb3a-5deb54a2affb,Discharge Instructions,"Written guidelines provided to patients when leaving a medical facility explaining follow-up care, medications, and warning signs.","When you leave a clinic or ER, staff will give you discharge instructions — a printed sheet explaining what happened, what medications to take, activities to avoid, and warning signs that mean you should return or call a doctor."
1f7bbfa1-a60f-4e9b-8f39-85894bae72e2,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
4f1c9767-6c7f-4001-b63f-246ba1ad718e,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
8a2d5f35-15ad-4a7c-94b6-df03353548b0,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
59aa2563-fe4f-4c3a-aec9-8ce5f4540965,Emergency Medical Evacuation,Transportation of a patient to the nearest appropriate medical facility or back to their home country when local treatment is unavailable or insufficient.,"If you are seriously ill or injured and need to be flown home or to a better-equipped hospital, this is called a medical evacuation. Some travel insurance plans cover this, which can cost $50,000 to $200,000 without insurance."
5155324b-cc52-47b1-b0dd-cabd4c47e12f,Premium,"The monthly amount you pay to maintain your health insurance coverage, regardless of whether you use it.","Your premium is like a monthly subscription fee for your health insurance. You pay it every month to keep your coverage active, even if you never visit a doctor that month."
f0a5e1a5-c3c9-44f5-bae4-869f325b80b0,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
8968fda8-9d81-4d21-987b-76c937ead8c9,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
dca97294-38d2-4c56-a4d6-eb3933494dc2,Out-of-Network Provider,"A healthcare provider who does not have a contract with your insurance company, often resulting in higher costs for the patient.","If you visit a doctor or hospital that your insurance hasn't partnered with, you're going 'out of network.' This usually means much higher bills and your insurance may pay very little or nothing."
5f5b219b-0c9e-4407-851d-aa35b948f9c9,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
6e439640-c219-4c5a-946f-775f762284c7,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
42afc383-e5dd-488a-bd71-9143a267fdfd,Community Health Clinic,"A nonprofit or government-funded clinic providing affordable primary care to all patients, including uninsured individuals, often on a sliding fee scale.","Community health clinics serve everyone, including visitors without insurance. Your fee is based on what you can afford. They provide real medical care — not just charity — including lab tests, chronic disease management, and preventive care."
24ec9be0-571d-4ab6-9ccc-6ce8159b3da7,Emergency Medical Evacuation,Transportation of a patient to the nearest appropriate medical facility or back to their home country when local treatment is unavailable or insufficient.,"If you are seriously ill or injured and need to be flown home or to a better-equipped hospital, this is called a medical evacuation. Some travel insurance plans cover this, which can cost $50,000 to $200,000 without insurance."
8a254381-58d8-447d-80d4-2f206557373c,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
19700da4-805f-47f3-8ec6-3894a09cd4e5,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
d0ed38a1-6a20-408e-a1f1-1e80329e5320,Anaphylaxis,"A severe, life-threatening allergic reaction requiring immediate epinephrine injection.","Anaphylaxis is the most severe form of allergic reaction. Symptoms include throat swelling, hives, dropping blood pressure, and difficulty breathing. This is always a 911/ER emergency. If you carry an EpiPen, use it immediately."
3592e7c1-47e1-4223-a20e-dc72a8956ab9,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
e02e57ee-d8a5-4941-b2c3-30ad9dd6da27,Anaphylaxis,"A severe, life-threatening allergic reaction requiring immediate epinephrine injection.","Anaphylaxis is the most severe form of allergic reaction. Symptoms include throat swelling, hives, dropping blood pressure, and difficulty breathing. This is always a 911/ER emergency. If you carry an EpiPen, use it immediately."
2689b9ef-3d15-412f-abb5-37f0e75e409b,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
fe375fb7-b4aa-4539-8e8b-6766e9b3ff3f,Sliding Scale Fee,A payment system where the cost of services is adjusted based on a patient's income level.,"Some community health clinics charge based on what you can afford — the less you earn, the less you pay. This is called a sliding scale fee. Uninsured visitors with limited funds can access real medical care this way."
0f1e0a71-f506-4ef2-b6c2-48a4639f6b13,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
9b5a3b69-0096-4edc-ab3b-e861d46f80cb,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
68f84659-c9f4-4897-8d5b-06023c98716d,911,"The universal emergency telephone number in the United States for police, fire, and medical emergencies.","In any life-threatening emergency in the US, call 911 from any phone (even without a SIM card or credit). Dispatchers are available 24/7 and can send police, fire, or ambulance services immediately. Calls are free."
b45692f6-34d6-4e0e-8b85-2251cf1e9eb2,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
e76e7e3b-e4b9-4421-a5a1-6ce4e8d57639,Sliding Scale Fee,A payment system where the cost of services is adjusted based on a patient's income level.,"Some community health clinics charge based on what you can afford — the less you earn, the less you pay. This is called a sliding scale fee. Uninsured visitors with limited funds can access real medical care this way."
95964231-4e6b-4dd8-adb4-d39dba4485af,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
28ed80a5-06fe-4775-a581-ccb20791180b,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
8999a2fd-ea8d-43d9-8948-a9129d856920,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
12b8eb6c-c6bc-4314-9990-a184062705ec,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
8814999f-404f-45bb-ac1e-f6afe970c38d,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
e1665611-cdd0-48f0-a0c9-f36adb1a72ae,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
ddb29525-528e-4119-b79a-dff8e65a09e3,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
2f359dd5-c500-4a0a-843e-cc92c7aac0f2,CT Scan,A computed tomography scan that uses X-rays to create detailed cross-sectional images of the body.,"A CT scan produces detailed images of your internal organs, bones, and tissues. It is more detailed than a standard X-ray and is typically done at a hospital or emergency setting for more serious conditions."
d8f5b34e-59ff-40d6-9086-b55941c111f4,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
23e2b318-532f-4b0e-ac8e-1ac61e88e533,Emergency Medical Evacuation,Transportation of a patient to the nearest appropriate medical facility or back to their home country when local treatment is unavailable or insufficient.,"If you are seriously ill or injured and need to be flown home or to a better-equipped hospital, this is called a medical evacuation. Some travel insurance plans cover this, which can cost $50,000 to $200,000 without insurance."
a1149895-3e4c-4a05-908e-f6172fcd0a4c,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
a6446421-1884-48d8-8b26-f7ac1a0f1ef7,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
0a2377ce-8ff8-4331-86d2-e57ba05d5a10,Lab Work / Blood Work,"Medical tests performed on blood, urine, or other body fluids to assess health status or diagnose conditions.","When a doctor orders 'labs' or 'blood work,' a small blood or urine sample is collected and analyzed. Results help the doctor understand what is happening in your body, such as checking for infection or monitoring organ function."
6ccc6b73-cd55-4476-bf0e-4a1932239a33,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
bf0403ab-b2b3-4a56-8bff-8db36c3a2f78,HIPAA,A US federal law protecting the privacy and security of patients' medical information.,"HIPAA means your medical information in the US is legally protected. Healthcare providers cannot share your health details with others without your permission, except in limited situations like emergencies or legal requirements."
ae22458a-3502-48b8-ad4a-bca68f38b596,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
6092cafa-3be4-40dd-99f5-4e8e9137a9fe,Medical ID Bracelet,A bracelet worn by individuals with serious medical conditions or allergies to alert emergency responders.,"A medical ID bracelet contains critical health information (like severe allergies or chronic conditions) that emergency responders check if you are unconscious. If you have a serious condition, wearing one while traveling in the US could save your life."
32ffc19d-2272-444e-858e-1787491c6a36,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
842175cc-74ae-4506-8309-28988a19e7ee,Medical ID Bracelet,A bracelet worn by individuals with serious medical conditions or allergies to alert emergency responders.,"A medical ID bracelet contains critical health information (like severe allergies or chronic conditions) that emergency responders check if you are unconscious. If you have a serious condition, wearing one while traveling in the US could save your life."
a265068c-b783-49f2-b465-a2df96efde44,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
67e23144-6123-4d89-8340-d313fd2bc431,Sutures (Stitches),Threads used by medical professionals to close wounds.,"If you have a deep cut, a doctor may use sutures (stitches) to close the wound. This is typically done at urgent care or the ER. After treatment, you will receive instructions on keeping the wound clean and when to have stitches removed."
9005945c-8f70-4a8e-90c8-b52e2a7dd217,Medical ID Bracelet,A bracelet worn by individuals with serious medical conditions or allergies to alert emergency responders.,"A medical ID bracelet contains critical health information (like severe allergies or chronic conditions) that emergency responders check if you are unconscious. If you have a serious condition, wearing one while traveling in the US could save your life."
f232ed1d-a085-4d26-ad2c-bdab51b7bb64,X-Ray,A medical imaging test using radiation to visualize bones and certain internal structures.,An X-ray is a quick imaging test used to check for broken bones or other internal issues. Most urgent care centers have X-ray equipment on-site. Results are usually available within minutes.
de601b0d-b40a-422d-ad20-aefd256e30a6,Prior Authorization,Approval from your insurance company required before receiving certain medical services or medications.,"For some expensive treatments or medications, your insurance company wants to approve it first before they agree to help pay. This pre-approval is called prior authorization. Without it, they may not cover the service."
39043df8-eaa2-4027-a0a2-7f6118e304d1,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
7c17ff63-0e3d-4c00-9728-35578995aae3,Anaphylaxis,"A severe, life-threatening allergic reaction requiring immediate epinephrine injection.","Anaphylaxis is the most severe form of allergic reaction. Symptoms include throat swelling, hives, dropping blood pressure, and difficulty breathing. This is always a 911/ER emergency. If you carry an EpiPen, use it immediately."
d5e318da-8438-4644-9166-613fbeed97f6,EMTALA,"A US federal law requiring hospitals with ERs to provide stabilizing emergency care to any person, regardless of their ability to pay or insurance status.","In the US, any hospital emergency room must treat you for a life-threatening emergency regardless of whether you have insurance or money. You will receive a bill afterward, but you cannot be turned away from emergency care."
b6b89ccc-bc65-4352-9016-74fd3f388edb,Premium,"The monthly amount you pay to maintain your health insurance coverage, regardless of whether you use it.","Your premium is like a monthly subscription fee for your health insurance. You pay it every month to keep your coverage active, even if you never visit a doctor that month."
5749fb61-8736-4ba7-befa-ba811a3b53bf,Deductible,The amount you must pay out-of-pocket for healthcare services before your insurance starts paying.,"Imagine your insurance has a 'startup cost' of $1,000 per year. Until you've paid $1,000 in medical bills yourself, your insurance won't contribute. After that, they start helping pay your bills."
fe6debf9-afd9-43fc-9a07-5da014b9b0d3,Out-of-Network Provider,"A healthcare provider who does not have a contract with your insurance company, often resulting in higher costs for the patient.","If you visit a doctor or hospital that your insurance hasn't partnered with, you're going 'out of network.' This usually means much higher bills and your insurance may pay very little or nothing."
4c564b0f-ca28-4f6e-aa43-b1d00c4d4736,Triage,The process of sorting patients based on the urgency of their medical needs to prioritize treatment.,"When you arrive at an ER or urgent care, a nurse will quickly assess how sick you are — this is called triage. The most critical patients are seen first, regardless of arrival order. This is why someone who arrives after you may be seen before you."
2c34aa8a-6487-409c-947e-eb0be4ea51f1,Walk-in Clinic,A medical clinic that accepts patients without a prior appointment.,Walk-in clinics let you see a doctor without scheduling ahead. Most urgent care centers and some pharmacies operate as walk-in clinics. Ideal for travelers with unpredictable schedules.
18ce22c6-3b33-4243-aa78-27eb4bc32cbe,Generic Medication,"A medication that contains the same active ingredient as a brand-name drug, sold at a lower price after the brand's patent expires.","Generic drugs work exactly the same as brand-name drugs but cost significantly less. If your doctor prescribes a brand-name drug, ask the pharmacist if a generic version is available — it can save you a lot of money."
23e095bf-b066-4287-8860-b0c10150aa7a,Emergency Room (ER),"A hospital department providing immediate care for life-threatening medical emergencies, available 24 hours a day, 7 days a week.","The ER is for true emergencies — situations where your life or a limb is at risk. Think: heart attack, stroke, severe allergic reaction, or major accident. Going to the ER for a mild illness is very expensive and involves long waits."
76007016-0cc0-447e-9e82-be7624a91f44,Medical History,"A record of a patient's past and current health conditions, surgeries, medications, allergies, and family health history.","When you see a doctor in the US, they will ask about your medical history — past illnesses, surgeries, current medications, and allergies. Bring a written summary in English if possible, especially if you have chronic conditions."
85ad7905-2753-4136-85aa-33992442560f,Discharge Instructions,"Written guidelines provided to patients when leaving a medical facility explaining follow-up care, medications, and warning signs.","When you leave a clinic or ER, staff will give you discharge instructions — a printed sheet explaining what happened, what medications to take, activities to avoid, and warning signs that mean you should return or call a doctor."
505bdccc-8c28-45d1-8210-7330677474d7,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
666dc2b1-1c76-492a-b708-bfba38f53b5c,Explanation of Benefits (EOB),A document from your insurance company explaining what was covered and what you owe after a medical service.,"After a doctor visit, your insurance sends you a summary letter (EOB) that breaks down: what the doctor charged, what the insurance paid, and what you still owe. It is not a bill — it's a record."
d8b65045-86ca-43d1-8a13-d29c60c0c4a7,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
fbdc3651-f8ab-41c4-9267-de83e14dcb8f,In-Network Provider,A healthcare provider or facility that has a contract with your insurance company to provide services at negotiated rates.,"Your insurance has 'preferred' doctors and hospitals it has deals with, called in-network providers. Visiting these providers costs you much less than going to out-of-network providers who don't have a deal with your insurer."
fec707bb-9baf-4f65-9f7f-8f3a520694ee,CT Scan,A computed tomography scan that uses X-rays to create detailed cross-sectional images of the body.,"A CT scan produces detailed images of your internal organs, bones, and tissues. It is more detailed than a standard X-ray and is typically done at a hospital or emergency setting for more serious conditions."
2f2a0305-c3b0-4159-9af7-bb959cf260fb,Vital Signs,"Measurements of basic body functions including temperature, blood pressure, pulse rate, and breathing rate.","When you visit any clinic, a nurse will check your vital signs first: your temperature, blood pressure, heart rate, and how fast you breathe. These basic measurements help the doctor understand your overall health state."
e62afc5b-1616-4b5d-8b40-f381a79fe12a,Prescription Medication,Medication that legally requires a written order from a licensed healthcare provider before it can be dispensed by a pharmacist.,"Some medications are prescription-only, meaning a US doctor must authorize them before a pharmacy will give them to you. If you need a prescription from home refilled, you may need a telehealth or urgent care visit to get a US prescription."
767b05cd-6699-47ea-b85e-7d1c048e8ad3,Copay,"A fixed dollar amount you pay for a covered healthcare service, usually at the time of service.","Think of a copay like a fixed entry fee. For example, you might pay $30 every time you visit a doctor, regardless of what happens during the appointment. Your insurance covers the rest of the bill."
900e6963-91ea-40b4-a756-8414b15736e4,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
6abd0bc9-0e59-47c1-9716-9ff109f13774,Referral,A formal recommendation from one healthcare provider directing a patient to see another provider or specialist.,"If your urgent care doctor believes you need to see a specialist (e.g., a heart doctor or bone specialist), they will give you a referral — a formal recommendation to schedule an appointment with that specialist."
850d61f3-bc53-4447-aafd-1d5f600d57c8,Health Savings Account (HSA),A tax-advantaged savings account used to pay for qualified medical expenses.,"An HSA is a special savings account where you set aside pre-tax money specifically to pay for medical expenses like copays, medications, and dental visits. Only available with high-deductible health plans."
431959a4-cdda-4779-bc6e-a2eb6a5c94d8,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
d5c39bf5-d75f-40d5-8422-18ceb0ae06aa,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
1139a31e-8e19-407f-ab92-55daf1220338,Ambulance,An emergency vehicle equipped to provide medical care and transport patients to a hospital.,"Calling 911 for a medical emergency will dispatch an ambulance. Be aware that ambulance rides in the US are expensive — often $1,000 to $3,000. For non-life-threatening situations, arranging your own transportation to urgent care is more cost-effective."
6edc9c1c-d6e5-41d8-b40f-cc9ca2452132,Walk-in Clinic,A medical clinic that accepts patients without a prior appointment.,Walk-in clinics let you see a doctor without scheduling ahead. Most urgent care centers and some pharmacies operate as walk-in clinics. Ideal for travelers with unpredictable schedules.
9b1d6a79-b381-4cb9-b724-1c1c6a6b623c,Telehealth,"Medical consultations, diagnoses, and prescriptions delivered remotely via video call, phone, or messaging.","Telehealth lets you see a licensed US doctor from your phone or computer without going anywhere. Perfect for travelers who need a prescription refill, advice for a mild illness, or mental health support."
096f89cf-4a26-44f7-a6db-f964cc212980,Deductible,The amount you must pay out-of-pocket for healthcare services before your insurance starts paying.,"Imagine your insurance has a 'startup cost' of $1,000 per year. Until you've paid $1,000 in medical bills yourself, your insurance won't contribute. After that, they start helping pay your bills."
16cd2d33-78a5-426e-b497-72d0cce4b112,Primary Care Physician (PCP),"A doctor who provides general, preventive, and ongoing health care and is typically your first point of contact in the healthcare system.","Your PCP is your regular 'family doctor' who knows your medical history and helps manage your overall health. For international visitors, getting a PCP appointment quickly can be difficult — urgent care or telehealth are better options for immediate needs."
86532351-97ad-47d0-a35f-2295c1b42578,Formulary,A list of prescription medications covered by an insurance plan.,"Your insurance plan has a list of approved medications it will help pay for — this list is called a formulary. If your medication is not on the list, you may have to pay full price or ask your doctor for an alternative that is covered."
5fd0a693-2be0-4074-9c74-e480a1dbec16,EpiPen,A brand-name auto-injector device containing epinephrine used to treat severe allergic reactions.,"An EpiPen is an emergency device that injects epinephrine (adrenaline) into your thigh to rapidly reverse severe allergic reactions. If prescribed one by your doctor, always carry it while traveling. After use, go to the ER immediately."
30e852db-e9f2-4faa-8844-b775d019408e,Coinsurance,"After meeting your deductible, the percentage of healthcare costs you share with your insurance company.","After you've met your deductible, coinsurance means you and your insurance both share the remaining bill. For example, with 80/20 coinsurance, your insurance pays 80% and you pay 20% of each bill."
4bc428d1-e7dd-46ba-b8fc-a90bbbc3439d,Out-of-Pocket Maximum,The most you will have to pay for covered services in a plan year before your insurance pays 100% of covered costs.,"This is your financial safety net. Once you've spent a certain amount of money on healthcare in a year (e.g., $6,000), your insurance covers 100% of additional covered costs for the rest of the year."
84ab11eb-de63-4cfe-b1f8-7074010b5d4d,Anaphylaxis,"A severe, life-threatening allergic reaction requiring immediate epinephrine injection.","Anaphylaxis is the most severe form of allergic reaction. Symptoms include throat swelling, hives, dropping blood pressure, and difficulty breathing. This is always a 911/ER emergency. If you carry an EpiPen, use it immediately."
