phrase_id,language,phrase,english_translation,category
c390c643-dd78-4f35-bfe7-dd1022217465,Spanish,¿Dónde puedo encontrar una farmacia?,Where can I find a pharmacy?,Medication
12d4a2a6-3d79-4c59-8fdd-bfb128d362b4,Portuguese,Você tem um intérprete?,Do you have an interpreter?,Communication
6919bb23-7910-480e-8e8a-8ffd1d5c7315,French,Où se trouve la salle d'urgence la plus proche?,Where is the nearest emergency room?,Navigation
927e6a4f-03f8-405a-b19e-c4b5a0bb7892,English,Can you write it down please?,Can you write it down please?,Communication
3722dba0-36d2-4726-a55f-274503594c59,French,J'ai besoin d'aide d'urgence.,I need emergency help.,Emergency
4d115200-8c48-49f1-a26b-df843edf4f1a,Arabic,هل تقبلون التأمين الدولي؟,Do you accept international insurance?,Insurance
2aaa754c-061a-4031-9b14-1b2aecabd9d4,Arabic,أين أقرب غرفة طوارئ؟,Where is the nearest emergency room?,Navigation
855bd853-a1bc-4346-81d4-ef37fa761552,Chinese,我头疼。,I have a headache.,Symptoms
48342d9d-8639-44e6-b636-5723ead4ed2b,Portuguese,Onde fica a sala de emergência mais próxima?,Where is the nearest emergency room?,Navigation
59df2a6f-2b54-4df7-a83b-0de383541939,Japanese,糖尿病でインスリンが必要です。,I am diabetic and need insulin.,Medication
e3f5db19-a120-4a35-b086-d6a10f0b632b,Chinese,我感到头晕。,I feel dizzy.,Symptoms
f4d6d64f-b251-4910-9410-436ebe119e8b,Japanese,遠隔医療の予約が必要です。,I need a telehealth appointment.,Navigation
f1d8e6fe-57f8-42c1-bbdb-ed51fef6eb54,English,This is an emergency.,This is an emergency.,Emergency
f0819831-2ce3-4939-bb42-092564f62114,French,Je ne comprends pas.,I do not understand.,Communication
80a9db9b-de4b-4fb6-a9aa-e118413fa304,Chinese,我是糖尿病患者，需要胰岛素。,I am diabetic and need insulin.,Medication
2d59f465-0c06-4fd4-8219-dfd317f2e41e,Arabic,هل تقبلون التأمين الدولي؟,Do you accept international insurance?,Insurance
f900367a-c98d-4e78-844d-0c5c882cc6ab,Chinese,有会说我语言的医生吗？,Is there a doctor who speaks my language?,Navigation
3a188379-48f8-4a56-b175-f5b1d38f6a94,Japanese,重度アレルギー用のエピペンを持っています。,I have an EpiPen for severe allergies.,Medication
3faa8c58-5ce2-4ba3-a1ae-9703391ec962,Chinese,最近的紧急护理中心在哪里？,Where is the nearest urgent care center?,Navigation
fa1b3ff8-6e21-418f-9925-90a83e27333b,Spanish,Tengo dolor de estómago.,I have abdominal pain.,Symptoms
9cc6500c-419c-454c-83ec-4356500ff2b4,English,Where is the nearest urgent care center?,Where is the nearest urgent care center?,Navigation
805ea002-75de-453b-89b1-e220ba6cd8e2,Spanish,Tengo fiebre.,I have a fever.,Symptoms
27941e2e-bbc5-4417-a5c7-743c2e08b2c4,Portuguese,Vocês aceitam seguro internacional?,Do you accept international insurance?,Insurance
ffa51dc3-329f-404a-9a95-8f56ce406a84,Spanish,Necesito ayuda de emergencia.,I need emergency help.,Emergency
a4ca98ae-d357-4651-a872-ed4c453efd38,Chinese,我肚子疼。,I have abdominal pain.,Symptoms
82217ca2-d725-4bf8-aceb-0310d60992a6,Japanese,薬をなくしました。,I lost my medication.,Medication
24751c1b-d057-4b64-b42e-290daf3b6628,Spanish,Necesito renovar mi receta.,I need a prescription refill.,Medication
1e2ba38c-ac3b-4c0b-9d60-3d8fa16c4b7f,French,J'ai besoin d'une ambulance.,I need an ambulance.,Emergency
8318f131-788f-4846-b840-04d9dd2ca552,Portuguese,Tenho seguro de viagem.,I have travel insurance.,Insurance
b846acfe-0fec-4547-824e-3df7e1410c96,Japanese,自費で支払えますか？,Can I pay out of pocket?,Insurance
62888834-5749-4224-9179-d6e9494617ee,English,Can you write it down please?,Can you write it down please?,Communication
f4bfb790-e317-45cd-b0b4-e0db0c5eec5f,Spanish,Perdí mi medicamento.,I lost my medication.,Medication
76b9c750-5455-4c6e-99ac-e09d924e8903,English,Where can I find a pharmacy?,Where can I find a pharmacy?,Medication
d5c34ac3-f4e3-4aac-a7ef-20b38428c2e9,Arabic,ما هي تكلفة هذه الزيارة؟,What is the cost of this visit?,Insurance
60b8a769-3458-4fca-83ac-2f4a0f3cf17c,Spanish,Tengo seguro de viaje.,I have travel insurance.,Insurance
be52df92-3b46-45db-9be5-484d271a1556,Japanese,ゆっくり話してください。,Please speak slowly.,Communication
52e98e7e-c468-4cf9-b98f-1168cc55f01a,Arabic,ليس لدي تأمين.,I do not have insurance.,Insurance
b39302ac-bed8-41b4-9f32-3ae283fc7dd8,Chinese,有会说我语言的医生吗？,Is there a doctor who speaks my language?,Navigation
ce214969-f3a0-4e0e-b1f3-6046cb42a26d,Portuguese,Onde fica a sala de emergência mais próxima?,Where is the nearest emergency room?,Navigation
a3473baf-5f91-431a-8e88-9159577974da,Chinese,我怎么去医院？,How do I get to the hospital?,Navigation
17a56710-c045-4378-af73-4168291fe1aa,Chinese,哪里有药店？,Where can I find a pharmacy?,Medication
9b693c3b-52e9-4b81-ab8c-e5fb2f9b63ef,Portuguese,Onde fica a sala de emergência mais próxima?,Where is the nearest emergency room?,Navigation
51a99325-7b17-4ea4-a706-63cc10d23b14,English,Where is the nearest urgent care center?,Where is the nearest urgent care center?,Navigation
250505d9-a8f4-41d6-90ee-ecfddf6bc254,Japanese,処方の更新が必要です。,I need a prescription refill.,Medication
dd6228b5-1c51-470d-a9b4-f8ea021d2f15,Japanese,吐いています。,I am vomiting.,Symptoms
db8a942c-f7f1-4d95-bb23-75a476799635,French,Puis-je payer de ma poche?,Can I pay out of pocket?,Insurance
653ccd39-9280-4717-b6f6-cc066b751b74,Japanese,重度アレルギー用のエピペンを持っています。,I have an EpiPen for severe allergies.,Medication
3a8c80a1-8496-4674-b218-96d5232ba622,Chinese,哪里有药店？,Where can I find a pharmacy?,Medication
d932aa22-7d00-4424-95cb-3a3e1c6143ec,Chinese,请说慢点。,Please speak slowly.,Communication
f39cb72e-712b-403d-88b1-960fc814f9bf,Portuguese,Tenho uma erupção cutânea.,I have a rash.,Symptoms
7090eec0-ffb3-4c03-81a2-a36af27f1d1c,French,J'ai une assurance voyage.,I have travel insurance.,Insurance
96d9b195-6834-4d79-91f0-3580e108ca27,Spanish,Tengo seguro de viaje.,I have travel insurance.,Insurance
3cf08a4b-4a13-4f55-921a-95629da3fd58,Japanese,毎日この薬を飲んでいます。,I take this medication daily.,Medication
013aa7c7-24f6-4f13-8467-ece984562bff,Arabic,ليس لدي تأمين.,I do not have insurance.,Insurance
00bc49c8-cdd4-42d4-988f-9422681929ee,Chinese,有会说我语言的医生吗？,Is there a doctor who speaks my language?,Navigation
ff7cc6bd-fc60-4050-b2f3-f3e60b1c296c,Portuguese,Preciso renovar minha receita.,I need a prescription refill.,Medication
eab9b636-8ee0-4220-a17c-d9992d08e2a9,Arabic,أحتاج إلى مساعدة طارئة.,I need emergency help.,Emergency
2f534ddd-e68c-421a-a408-591428b3de55,English,I do not understand.,I do not understand.,Communication
f17367ce-ac10-467e-b674-fa47fe82dc29,Portuguese,Onde fica o centro de atendimento urgente mais próximo?,Where is the nearest urgent care center?,Navigation
c04eb81b-e136-48a3-a8ec-2aa65b19ab5e,Arabic,كيف أصل إلى المستشفى؟,How do I get to the hospital?,Navigation
2ed37a56-d605-4fd4-bc80-38cb01e56b64,Spanish,Perdí mi medicamento.,I lost my medication.,Medication
1f5bd514-6191-43e9-ac21-66508f90e5b4,Chinese,这是紧急情况。,This is an emergency.,Emergency
88c72aa1-af53-4d3d-a377-460486cd1ac4,French,J'ai besoin d'une ambulance.,I need an ambulance.,Emergency
5ad96931-9dcc-4c44-b778-842861e80914,Japanese,助けてください、とても具合が悪いです。,"Help me, I am very sick.",Emergency
6376011f-b194-4346-b056-aa093c46940b,Arabic,أتناول هذا الدواء يومياً.,I take this medication daily.,Medication
b99d0cea-0128-4cbf-adba-6024ae1599ba,Japanese,吐いています。,I am vomiting.,Symptoms
67935e45-f137-4409-992a-eb1efc6922c0,Japanese,緊急の助けが必要です。,I need emergency help.,Emergency
f16de0cb-17c8-4208-b903-a4648879a40a,Portuguese,Você tem um intérprete?,Do you have an interpreter?,Communication
a9869328-748b-4fcf-9db8-5f2cbff1db15,Spanish,No tengo seguro.,I do not have insurance.,Insurance
97d9fbaf-306e-448c-b63a-1e7aad7fa81f,Spanish,Tengo seguro de viaje.,I have travel insurance.,Insurance
ac8ea210-5fb1-4c75-8fa7-614ed105223e,Japanese,英語が話せません。,I do not speak English.,Communication
c0cd4b29-a14c-4058-b56b-484e3793c455,Arabic,لا أتكلم الإنجليزية.,I do not speak English.,Communication
9851982d-2c5c-46ed-9a0b-0dee761cc37e,English,How do I get to the hospital?,How do I get to the hospital?,Navigation
f3ee1d1e-8f0e-4958-b26e-20eaec3c45a9,Portuguese,"Ajude-me, estou muito doente.","Help me, I am very sick.",Emergency
011bf3c4-66d5-4e61-8a5f-6b1d8bd20a93,Chinese,我是糖尿病患者，需要胰岛素。,I am diabetic and need insulin.,Medication
dea9841d-b077-4e3b-8b25-2c66598fd7d5,Chinese,我有旅游保险。,I have travel insurance.,Insurance
10a9de51-fca8-4f04-b9c7-cce4d241dc84,Spanish,¿Tiene un intérprete?,Do you have an interpreter?,Communication
8b06018e-a994-4772-ae28-165a37cd87ee,Arabic,لا أتكلم الإنجليزية.,I do not speak English.,Communication
df574201-eec5-4a6a-a91b-ca35c8987a8d,Arabic,أحتاج إلى موعد مع طبيب عبر الإنترنت.,I need a telehealth appointment.,Navigation
c15c34d9-1738-4cdc-90ae-4e8f65f2d1cb,Portuguese,Não falo inglês.,I do not speak English.,Communication
f266eb17-ede6-4d75-a9e2-064b4c159503,Portuguese,Não tenho seguro.,I do not have insurance.,Insurance
5207ed27-56c6-4553-b8a5-69087765df17,Spanish,Llame al 911 por favor.,Call 911 please.,Emergency
d1b40f35-d158-47d7-8323-7b99d8cb49e6,Spanish,¿Cuánto cuesta esta consulta?,What is the cost of this visit?,Insurance
a4d7a807-cea3-4e21-859f-29a4f10d5d94,Japanese,これは緊急事態です。,This is an emergency.,Emergency
1f16c00a-aa48-445d-90b5-bab42702d8cc,Japanese,吐いています。,I am vomiting.,Symptoms
1d76cd35-a41d-4da2-8246-2927823e90c1,French,Pouvez-vous l'écrire s'il vous plaît?,Can you write it down please?,Communication
f5937b2c-3bf1-4fe1-976e-ccea7f930bf5,Chinese,我每天服用这种药。,I take this medication daily.,Medication
049788ee-4cbb-445a-92a1-f15985bcb6d0,Chinese,能写下来吗？,Can you write it down please?,Communication
c4b7f31f-a16d-4e42-b89b-18f573fd4435,Portuguese,Preciso de ajuda de emergência.,I need emergency help.,Emergency
e69fc23c-9035-4acd-98a7-074822d8ecd5,Spanish,¿Puede escribirlo por favor?,Can you write it down please?,Communication
5032346f-743d-4204-aef5-f492cf16e0c3,English,I have chest pain.,I have chest pain.,Symptoms
923de45d-a8be-498d-9427-6de24c476219,French,J'ai du mal à respirer.,I have difficulty breathing.,Symptoms
41d03738-cd11-445d-be6d-90627d622912,Chinese,我发烧了。,I have a fever.,Symptoms
29031acb-839a-45ed-b2f6-45090d96be4e,Portuguese,Tenho dor no peito.,I have chest pain.,Symptoms
3829e6ae-f64b-4c10-9519-ce6988f38706,Chinese,有会说我语言的医生吗？,Is there a doctor who speaks my language?,Navigation
631fde56-332e-4b8e-a0ab-9961ad64e579,Chinese,请说慢点。,Please speak slowly.,Communication
d648173c-4456-4b09-9425-37fed0843e3d,Arabic,أنا مصاب بالسكري وأحتاج إلى الأنسولين.,I am diabetic and need insulin.,Medication
f81d45f5-07b9-47d7-b3e6-0deaa028aa7f,Spanish,¿Cómo llego al hospital?,How do I get to the hospital?,Navigation
7ddd0920-60b9-4c39-be62-b322333668a7,English,I have abdominal pain.,I have abdominal pain.,Symptoms
5b182ab0-fc8b-48a0-b56b-2c2358f53be0,English,I need emergency help.,I need emergency help.,Emergency
85ef91bd-dcf0-4627-ad8c-52807703d2ef,Portuguese,Tenho uma EpiPen para alergias graves.,I have an EpiPen for severe allergies.,Medication
00a0cdba-85ed-4332-84a8-d2d162452f5a,Portuguese,Preciso de uma ambulância.,I need an ambulance.,Emergency
97a7876c-092a-476d-a7ab-e9978f0a3089,Portuguese,Posso pagar do meu próprio bolso?,Can I pay out of pocket?,Insurance
c6943078-1448-4102-b87f-5f65ce2800cc,Arabic,أين أقرب غرفة طوارئ؟,Where is the nearest emergency room?,Navigation
861dada7-7e8b-4579-97a1-c92de8f68939,Portuguese,Preciso de uma ambulância.,I need an ambulance.,Emergency
e9c1d0bb-dc9e-4745-86fb-96719e913e88,English,Is there a doctor who speaks my language?,Is there a doctor who speaks my language?,Navigation
58020e16-3317-4512-9b7f-17d2a83595ba,Portuguese,"Ligue para o 911, por favor.",Call 911 please.,Emergency
56728d56-afd0-4994-8545-6844b2052c30,Spanish,¿Dónde puedo encontrar una farmacia?,Where can I find a pharmacy?,Medication
51949bef-3df3-4bf7-a46e-f27fad3300f2,Spanish,Necesito una consulta de telemedicina.,I need a telehealth appointment.,Navigation
220531f4-412a-4a21-ab30-1d07727dfa77,Japanese,自費で支払えますか？,Can I pay out of pocket?,Insurance
2ce835df-6bef-4001-b763-57f325604f97,Portuguese,Por favor fale devagar.,Please speak slowly.,Communication
af4f5dfa-e41c-4ec0-982e-b317f2aec635,Japanese,薬をなくしました。,I lost my medication.,Medication
7fe21c1e-2bfd-44a9-8a3d-2018ea7ccb22,French,J'ai une éruption cutanée.,I have a rash.,Symptoms
46b63252-a1df-4d87-a6e3-077611b5d76d,French,Comment est-ce que j'arrive à l'hôpital?,How do I get to the hospital?,Navigation
86c227ba-4412-4583-b71e-03d5b61d6a87,Japanese,助けてください、とても具合が悪いです。,"Help me, I am very sick.",Emergency
b6f26df8-7be3-4a5d-b75d-a990c2699627,Arabic,عندي إسهال.,I have diarrhea.,Symptoms
e24e0d83-9afa-496e-ab47-06f4276e297b,Chinese,最近的紧急护理中心在哪里？,Where is the nearest urgent care center?,Navigation
7d829945-a6ad-47ed-ae39-a53e2663c913,Portuguese,Qual é o custo desta consulta?,What is the cost of this visit?,Insurance
111ae8a6-f173-44d8-8fb4-98e0a10084f1,Arabic,عندي تورم.,I have swelling.,Symptoms
10524ebc-ec21-4c99-a928-a92fb565af7c,Japanese,緊急の助けが必要です。,I need emergency help.,Emergency
70643a80-fb0d-47b4-9746-cb62e5f72c81,Spanish,¿Hay un médico que hable mi idioma?,Is there a doctor who speaks my language?,Navigation
40deae06-772d-4c5f-bd67-bcc4aa80c1a5,French,J'ai un gonflement.,I have swelling.,Symptoms
871b2df4-5e19-471e-861e-270108da0290,Portuguese,Tenho dificuldade para respirar.,I have difficulty breathing.,Symptoms
b0044d26-4bfc-47c6-83f4-56779471f5e8,Spanish,¿Dónde está la sala de emergencias más cercana?,Where is the nearest emergency room?,Navigation
7793fcdb-5d1f-414a-bc70-b8e60485f64e,Portuguese,Tenho seguro de viagem.,I have travel insurance.,Insurance
ff97772b-a8cf-432c-a148-8f463a892221,Spanish,¿Dónde está la sala de emergencias más cercana?,Where is the nearest emergency room?,Navigation
a8110d4a-3670-4bd1-aeb3-6fc4d419b326,Chinese,我发烧了。,I have a fever.,Symptoms
e0cfcc57-3289-4988-bce0-143e9077d93f,Chinese,我需要远程医疗预约。,I need a telehealth appointment.,Navigation
62090e01-4084-4b39-9a83-f23057efd9b2,English,Call 911 please.,Call 911 please.,Emergency
d73ff0d2-83d7-4d7b-9b34-3b91415b6145,French,J'ai mal à la tête.,I have a headache.,Symptoms
17c2f4b2-2070-496a-8c7e-8a9bcf869946,Portuguese,"Ligue para o 911, por favor.",Call 911 please.,Emergency
979befdc-9217-427c-b4e5-f2948b16e94c,Arabic,عندي طفح جلدي.,I have a rash.,Symptoms
3edc1f72-6796-4890-ae88-aade0f689f70,French,J'ai de la fièvre.,I have a fever.,Symptoms
231164d1-bb18-4a24-beb0-459e1ecffdd1,Chinese,我需要远程医疗预约。,I need a telehealth appointment.,Navigation
a9717d1e-80cb-4ab1-9d35-bb2471a58e36,Japanese,毎日この薬を飲んでいます。,I take this medication daily.,Medication
0831db3e-00d3-4015-89e8-6f42e08c1dbb,Arabic,هل يوجد طبيب يتحدث لغتي؟,Is there a doctor who speaks my language?,Navigation
0463b315-93e7-4e96-8f59-77ac157b6280,Japanese,英語が話せません。,I do not speak English.,Communication
f4f8ebb7-3487-4057-85b9-993f01b59481,Portuguese,"Ajude-me, estou muito doente.","Help me, I am very sick.",Emergency
7562adb1-6612-4b7e-b2cd-311a19f1ffe9,Portuguese,Onde fica a sala de emergência mais próxima?,Where is the nearest emergency room?,Navigation
cc51968e-ccdd-4884-8a5b-69ef85613050,Spanish,¿Dónde está la sala de emergencias más cercana?,Where is the nearest emergency room?,Navigation
18bed499-d751-45f1-86d8-96448da4d500,French,J'ai de la fièvre.,I have a fever.,Symptoms
62c50079-2af5-4acb-95e0-eb4551c19d39,Portuguese,Tomo este medicamento diariamente.,I take this medication daily.,Medication
0f5ff269-443b-47ed-93c9-2219d90b797f,French,Comment est-ce que j'arrive à l'hôpital?,How do I get to the hospital?,Navigation
516905eb-75a9-4ade-843c-413112e2104d,Arabic,ليس لدي تأمين.,I do not have insurance.,Insurance
a461891f-7cab-4a0c-af7e-52591094ee97,Portuguese,Onde posso encontrar uma farmácia?,Where can I find a pharmacy?,Medication
3953ee9a-4223-4b52-a391-ed71b6c2e724,Spanish,¿Puedo pagar de mi bolsillo?,Can I pay out of pocket?,Insurance
244cf971-bcdf-4748-9ceb-52b9f31bdf08,French,Parlez lentement s'il vous plaît.,Please speak slowly.,Communication
3f5a4722-7523-4831-bc3c-fd83e9ee579e,French,J'ai de la fièvre.,I have a fever.,Symptoms
6e1da1c7-2a82-40f5-b968-bea29b2bc879,Spanish,¿Cómo llego al hospital?,How do I get to the hospital?,Navigation
a87b5629-fbae-445d-82e1-1959f3bcbf19,Portuguese,Há um médico que fala minha língua?,Is there a doctor who speaks my language?,Navigation
7deed052-f6e7-4239-b879-44273bee06da,English,I do not understand.,I do not understand.,Communication
ff0f3d65-e37c-4c6f-b441-25be52ca906f,Arabic,أتناول هذا الدواء يومياً.,I take this medication daily.,Medication
fd9ff8a1-3886-4a08-8cc5-67044c016db4,Arabic,أنا أتقيأ.,I am vomiting.,Symptoms
439582f0-19e3-46f6-9cd7-9768d415c820,Spanish,Tomo este medicamento a diario.,I take this medication daily.,Medication
20e2c82b-6e9f-40b3-ad91-b41ad2725c0f,Japanese,英語が話せません。,I do not speak English.,Communication
b89f4332-d682-49dc-b00f-8b0a6ad9255d,Portuguese,Não falo inglês.,I do not speak English.,Communication
6083a729-a0db-4ca7-894a-591a51ac6d1d,French,Où puis-je trouver une pharmacie?,Where can I find a pharmacy?,Medication
b08b8cb3-780a-49f8-88ff-878c7eff02a9,English,Do you have this medication?,Do you have this medication?,Medication
8e6d3200-457d-486a-b8ae-b783858205b6,Japanese,胸が痛いです。,I have chest pain.,Symptoms
93b2b7bf-1521-4454-8ee5-9bd514c76441,English,I have a headache.,I have a headache.,Symptoms
0953f43a-e7bd-473d-843c-d9a90fe2ac1a,Portuguese,Por favor fale devagar.,Please speak slowly.,Communication
70c117c1-b171-4681-9917-2cd18558a395,Japanese,自費で支払えますか？,Can I pay out of pocket?,Insurance
2c5e3126-6bf2-412d-ac3d-dc36dbd55ed6,English,What is the cost of this visit?,What is the cost of this visit?,Insurance
f4fa6e99-7264-4518-9b73-b96a3f00ea1d,French,Où se trouve la salle d'urgence la plus proche?,Where is the nearest emergency room?,Navigation
70699293-32be-4044-b74e-4b81b3bbeb88,Arabic,أين يمكنني العثور على صيدلية؟,Where can I find a pharmacy?,Medication
e28fd739-0db6-4ddb-81dc-1baf2cd02129,Portuguese,Vocês aceitam seguro internacional?,Do you accept international insurance?,Insurance
d9c322f7-3aad-4d36-bd38-3e35bf0439cc,Arabic,لا أتكلم الإنجليزية.,I do not speak English.,Communication
5ba8e981-718f-48d0-8157-c29efac7e840,Chinese,我身上起疹子了。,I have a rash.,Symptoms
6e3fb0a6-04b1-4714-95b0-15f13c77e8c9,Japanese,書いていただけますか？,Can you write it down please?,Communication
4dd8f9bb-e24d-4409-992b-e91f2fab39d3,Portuguese,Posso pagar do meu próprio bolso?,Can I pay out of pocket?,Insurance
d3fa6b8e-c31c-48f2-8406-b99d0a2d1317,Portuguese,Tenho febre.,I have a fever.,Symptoms
0ee1676c-821e-4588-a803-98c0c544a2e2,Chinese,最近的紧急护理中心在哪里？,Where is the nearest urgent care center?,Navigation
862fe431-753f-4dd1-919f-9d88d0b93041,Japanese,通訳はいますか？,Do you have an interpreter?,Communication
1e77699f-f340-4753-94b9-abbe857b3158,Spanish,¿Dónde está la sala de emergencias más cercana?,Where is the nearest emergency room?,Navigation
a891ad2f-5ddb-4d71-ad02-c4b78b06e778,Spanish,¿Tiene un intérprete?,Do you have an interpreter?,Communication
6becf59a-8232-465d-a82b-d7f09cc22b3b,Arabic,عندي حساسية من طعام.,I have a food allergy.,Symptoms
3158772f-6579-4993-97b5-02d9a004214d,English,I need a prescription refill.,I need a prescription refill.,Medication
6e7b6446-4e7b-4f84-b674-5d8d50b188fa,Arabic,عندي حمى.,I have a fever.,Symptoms
e34c29c0-76e1-43f7-990f-62833680698f,English,I have diarrhea.,I have diarrhea.,Symptoms
ddc48305-8e1c-4577-ab1e-9fd332b4021f,Japanese,自費で支払えますか？,Can I pay out of pocket?,Insurance
a58ae62e-962c-477d-9494-afc04afbf575,French,Acceptez-vous une assurance internationale?,Do you accept international insurance?,Insurance
8fd3c7a8-e515-4d00-8e9d-0a2df68a9299,Portuguese,Vocês aceitam seguro internacional?,Do you accept international insurance?,Insurance
5a89c023-baa2-46c2-8d03-8563c9e3da75,English,How do I get to the hospital?,How do I get to the hospital?,Navigation
67a07af8-63dd-4e19-9c16-82576055477f,Spanish,¿Tiene un intérprete?,Do you have an interpreter?,Communication
8c505bd9-d7af-494c-9665-f98cdc50994c,French,J'ai mal à la tête.,I have a headache.,Symptoms
3d99ab16-52d4-4cd1-8793-35acd29de916,Chinese,我不会说英语。,I do not speak English.,Communication
ce80e58f-2c34-4f31-91d7-b0c92670376d,Japanese,最寄りの緊急ケアセンターはどこですか？,Where is the nearest urgent care center?,Navigation
89ba2b2c-1fd1-43b6-a11a-068df4bf5668,Arabic,أحتاج إلى مساعدة طارئة.,I need emergency help.,Emergency
32b48810-a365-4f6e-b293-14c1689c0d66,Portuguese,Perdi meu medicamento.,I lost my medication.,Medication
4254cb62-b51c-400f-8493-6f753edc44b1,Chinese,我可以自费吗？,Can I pay out of pocket?,Insurance
a41eff93-2924-4a15-b755-5b3b23704003,Arabic,أحتاج إلى تجديد وصفتي الطبية.,I need a prescription refill.,Medication
bd08a06d-5fcc-424c-8c39-005da55a550c,French,Je suis diabétique et j'ai besoin d'insuline.,I am diabetic and need insulin.,Medication
f1156456-b9f1-47b5-b853-5290e5098315,French,Je ne parle pas anglais.,I do not speak English.,Communication
b391109e-90c7-4cec-a663-e1c917a381a8,Arabic,لا أتكلم الإنجليزية.,I do not speak English.,Communication
61b66d15-43a5-469c-8d13-9664ef779afd,Japanese,ゆっくり話してください。,Please speak slowly.,Communication
8ce0e84c-103d-4fd2-8ba3-db0273b7c7cb,Japanese,救急車が必要です。,I need an ambulance.,Emergency
3a284b4a-ff01-4df4-965b-44ad5a4f7897,French,C'est une urgence.,This is an emergency.,Emergency
f20fe190-0fb8-4ff4-8f52-e35267b5f59f,Portuguese,Tenho uma EpiPen para alergias graves.,I have an EpiPen for severe allergies.,Medication
6381cfea-9acd-4cce-8fde-a3d92ca1dfe6,Spanish,Necesito una consulta de telemedicina.,I need a telehealth appointment.,Navigation
a0830994-5d3b-4fda-a3a0-0ce76582e653,Arabic,أين أقرب مركز للرعاية العاجلة؟,Where is the nearest urgent care center?,Navigation
9b22447e-a2e7-45fa-a51b-0698c7ef4f11,Chinese,我有肿胀。,I have swelling.,Symptoms
b1ba35dd-d35b-41e2-ab72-d5f4e7e51985,English,Please speak slowly.,Please speak slowly.,Communication
1744340d-1a92-49c7-807d-3220dcf6fcb8,Portuguese,Preciso de ajuda de emergência.,I need emergency help.,Emergency
a3085a1a-825f-43b3-8f0c-fe54798697d5,Chinese,我需要救护车。,I need an ambulance.,Emergency
9ae74557-b17a-4520-8051-b2d85d893923,Portuguese,Não tenho seguro.,I do not have insurance.,Insurance
6693cf1e-5219-4105-abcc-452f2fd0fc7e,English,Call 911 please.,Call 911 please.,Emergency
47737bed-4091-4345-825d-e633e3868275,Spanish,¿Dónde puedo encontrar una farmacia?,Where can I find a pharmacy?,Medication
6cdcf4c7-a134-4414-9e12-3c08057be04b,Arabic,فقدت دوائي.,I lost my medication.,Medication
e5d51a68-cd26-4b72-8640-78732d10e0bb,French,Je ne comprends pas.,I do not understand.,Communication
c9df6c05-dc2b-4a01-b80d-38a8a14cf0ad,English,I have travel insurance.,I have travel insurance.,Insurance
5779b8f2-5c8e-48a8-b730-9361652ea922,Arabic,ما هي تكلفة هذه الزيارة؟,What is the cost of this visit?,Insurance
3be00df5-6bef-4c22-a464-54de572e808b,Portuguese,Qual é o custo desta consulta?,What is the cost of this visit?,Insurance
7c91e14c-e21d-49f5-ab10-9f4d04c60f4b,French,C'est une urgence.,This is an emergency.,Emergency
2666589d-019d-4956-8425-e3e2c20584b1,Arabic,لدي قلم إبينفرين للحساسية الشديدة.,I have an EpiPen for severe allergies.,Medication
8cb8a31a-decb-4387-bb28-c410d219aa42,French,Je vomis.,I am vomiting.,Symptoms
058fb4e9-e52f-4a45-8f38-1a3d4d3b885a,Arabic,أحتاج إلى مساعدة طارئة.,I need emergency help.,Emergency
61aee6ca-4f5c-4c89-a092-afe75af88b8e,French,J'ai de la fièvre.,I have a fever.,Symptoms
c2817204-d37f-4d35-a25a-20b1f57da3f8,English,I do not speak English.,I do not speak English.,Communication
46527777-a22e-46cd-835f-b9bc111cc213,Chinese,我有用于严重过敏的肾上腺素笔。,I have an EpiPen for severe allergies.,Medication
8c5130a6-c223-48f0-b9de-150dac15de0e,French,Comment est-ce que j'arrive à l'hôpital?,How do I get to the hospital?,Navigation
d5b686e4-3124-4dba-bf4d-65adf435921e,Arabic,لدي تأمين سفر.,I have travel insurance.,Insurance
320dd973-28ec-418e-ae3d-3910786f9354,Portuguese,Posso pagar do meu próprio bolso?,Can I pay out of pocket?,Insurance
562a71d8-96e8-40b7-839e-a3fe12a770db,English,I have travel insurance.,I have travel insurance.,Insurance
e8510a7b-5627-4103-b150-d8dd0d19f068,Portuguese,"Ligue para o 911, por favor.",Call 911 please.,Emergency
e273b975-65a4-4c3e-8e46-f7e9ea78bd0a,Spanish,¿Puede escribirlo por favor?,Can you write it down please?,Communication
90fdd5c3-3c3b-4558-9135-8131c460a34d,Chinese,我不明白。,I do not understand.,Communication
5c5c9e86-d60a-4d3c-9076-ce9e6b2200b5,Japanese,重度アレルギー用のエピペンを持っています。,I have an EpiPen for severe allergies.,Medication
9dd11b56-fe51-4bb4-afa6-6efe073e5741,Spanish,Necesito ayuda de emergencia.,I need emergency help.,Emergency
b385ee78-2999-40c3-b9bb-2fa1c5f6c39c,Japanese,わかりません。,I do not understand.,Communication
872862b5-8fb0-4c07-ada9-35df4a6374f7,Japanese,呼吸が苦しいです。,I have difficulty breathing.,Symptoms
a5280930-008c-4a62-88d4-f4fe57af0019,French,J'ai besoin d'une ambulance.,I need an ambulance.,Emergency
1027718e-5bc3-40dd-8e33-375007d28c1f,Portuguese,Há um médico que fala minha língua?,Is there a doctor who speaks my language?,Navigation
cff521f0-9f2e-4a6e-bdb7-9f70d6885584,Spanish,Tomo este medicamento a diario.,I take this medication daily.,Medication
971cacc7-ef68-4c48-ae27-47259c639039,English,I need an ambulance.,I need an ambulance.,Emergency
